"","sample.no","year","date","sanctuary","status","site.new","complexity","algal.cover","size.class","count"
"3082",937,2016,2016-01-01,"Green Island","No-take","Green Island.No-take",3,3,"sub.legal",3
"3083",938,2016,2016-01-01,"Green Island","No-take","Green Island.No-take",2,2,"sub.legal",5
"3084",939,2016,2016-01-01,"Green Island","No-take","Green Island.No-take",2,2,"sub.legal",1
"3085",940,2016,2016-01-01,"Green Island","No-take","Green Island.No-take",0,2,"sub.legal",0
"3086",941,2016,2016-01-01,"Green Island","No-take","Green Island.No-take",0,2,"sub.legal",0
"3087",942,2016,2016-01-01,"Green Island","No-take","Green Island.No-take",0,2,"sub.legal",0
"3088",943,2016,2016-01-01,"Green Island","No-take","Green Island.No-take",0,2,"sub.legal",0
"3089",944,2016,2016-01-01,"Green Island","No-take","Green Island.No-take",2,2,"sub.legal",0
"3090",945,2016,2016-01-01,"Green Island","No-take","Green Island.No-take",2,2,"sub.legal",0
"3091",946,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",3,2,"sub.legal",0
"3092",947,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",4,2,"sub.legal",0
"3093",948,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",1,1,"sub.legal",4
"3094",949,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",3,3,"sub.legal",0
"3095",950,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",2,3,"sub.legal",0
"3096",951,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",1,3,"sub.legal",0
"3097",952,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",2,3,"sub.legal",0
"3098",953,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",2,3,"sub.legal",0
"3099",954,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",2,2,"sub.legal",1
"3100",955,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",3,2,"sub.legal",0
"3101",956,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",2,2,"sub.legal",0
"3102",957,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",2,3,"sub.legal",0
"3103",958,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",2,1,"sub.legal",0
"3104",959,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",2,2,"sub.legal",4
"3105",960,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",2,2,"sub.legal",0
"3106",961,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",3,2,"sub.legal",0
"3107",962,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",2,3,"sub.legal",0
"3108",963,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",2,3,"sub.legal",2
"3109",964,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",2,3,"sub.legal",0
"3110",965,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",4,3,"sub.legal",0
"3111",966,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",0,2,"sub.legal",0
"3112",967,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",1,2,"sub.legal",0
"3113",968,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",2,2,"sub.legal",0
"3114",969,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",0,2,"sub.legal",0
"3115",970,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",0,2,"sub.legal",0
"3116",971,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",1,2,"sub.legal",0
"3117",972,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",2,2,"sub.legal",0
"3118",973,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",3,2,"sub.legal",1
"3119",974,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",1,1,"sub.legal",0
"3120",975,2016,2016-01-01,"Armstrong Bay","Fished","Geordie Bay.Fished",2,2,"sub.legal",1
"3121",976,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",3,2,"sub.legal",0
"3122",977,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",3,2,"sub.legal",0
"3123",978,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",4,2,"sub.legal",0
"3124",979,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",3,2,"sub.legal",0
"3125",980,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",2,2,"sub.legal",0
"3126",981,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",3,3,"sub.legal",0
"3127",982,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",3,2,"sub.legal",0
"3128",983,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",3,2,"sub.legal",0
"3129",984,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",3,2,"sub.legal",0
"3130",985,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",3,0,"sub.legal",0
"3131",986,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",4,2,"sub.legal",0
"3132",987,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",4,2,"sub.legal",2
"3133",988,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",2,3,"sub.legal",0
"3134",989,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",3,3,"sub.legal",0
"3135",990,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",2,3,"sub.legal",0
"3136",991,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",2,2,"sub.legal",0
"3137",992,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",2,2,"sub.legal",0
"3138",993,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",2,3,"sub.legal",1
"3139",994,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",2,2,"sub.legal",0
"3140",995,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",2,2,"sub.legal",0
"3141",996,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",2,2,"sub.legal",0
"3142",997,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",1,2,"sub.legal",0
"3143",998,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",3,2,"sub.legal",0
"3144",999,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",3,2,"sub.legal",0
"3145",1000,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",2,2,"sub.legal",0
"3146",1001,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",0,2,"sub.legal",0
"3147",1002,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",3,2,"sub.legal",0
"3148",1003,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",3,2,"sub.legal",0
"3149",1004,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",3,2,"sub.legal",1
"3150",1005,2016,2016-01-01,"Green Island","Fished","Strickland Bay.Fished",4,2,"sub.legal",0
"3151",1006,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",3,2,"sub.legal",0
"3152",1007,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",2,1,"sub.legal",0
"3153",1008,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",3,2,"sub.legal",0
"3154",1009,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",3,2,"sub.legal",0
"3155",1010,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",3,1,"sub.legal",10
"3156",1011,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",4,2,"sub.legal",0
"3157",1012,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",1,2,"sub.legal",0
"3158",1013,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",1,1,"sub.legal",0
"3159",1014,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",2,1,"sub.legal",0
"3160",1015,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",2,1,"sub.legal",0
"3161",1016,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",2,3,"sub.legal",0
"3162",1017,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",2,3,"sub.legal",0
"3163",1018,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",3,3,"sub.legal",0
"3164",1019,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",2,3,"sub.legal",0
"3165",1020,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",2,3,"sub.legal",0
"3166",1021,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",2,3,"sub.legal",1
"3167",1022,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",3,3,"sub.legal",1
"3168",1023,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",2,2,"sub.legal",1
"3169",1024,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",2,3,"sub.legal",0
"3170",1025,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",2,3,"sub.legal",0
"3171",1026,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",4,2,"sub.legal",0
"3172",1027,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",3,1,"sub.legal",0
"3173",1028,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",1,1,"sub.legal",1
"3174",1029,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",3,2,"sub.legal",0
"3175",1030,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",4,1,"sub.legal",4
"3176",1031,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",2,2,"sub.legal",0
"3177",1032,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",2,1,"sub.legal",0
"3178",1033,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",2,2,"sub.legal",0
"3179",1034,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",4,2,"sub.legal",1
"3180",1035,2016,2016-01-01,"Armstrong Bay","Fished","City of York.Fished",3,1,"sub.legal",0
"3181",1036,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,2,"sub.legal",0
"3182",1037,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,1,"sub.legal",0
"3183",1038,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,1,"sub.legal",0
"3184",1039,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,1,"sub.legal",0
"3185",1040,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,1,"sub.legal",0
"3186",1041,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,1,"sub.legal",0
"3187",1042,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,1,"sub.legal",0
"3188",1043,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,2,"sub.legal",0
"3189",1044,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,2,"sub.legal",0
"3190",1045,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,7,"sub.legal",0
"3191",1046,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,3,"sub.legal",0
"3192",1047,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,3,"sub.legal",1
"3193",1048,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,2,"sub.legal",0
"3194",1049,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,3,"sub.legal",0
"3195",1050,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,3,"sub.legal",1
"3196",1051,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,3,"sub.legal",0
"3197",1052,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,3,"sub.legal",0
"3198",1053,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"sub.legal",0
"3199",1054,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,1,"sub.legal",2
"3200",1055,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,1,"sub.legal",0
"3201",1056,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,1,"sub.legal",2
"3202",1057,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"sub.legal",0
"3203",1058,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,3,"sub.legal",0
"3204",1059,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"sub.legal",0
"3205",1060,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,1,"sub.legal",5
"3206",1061,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,3,"sub.legal",0
"3207",1062,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,1,"sub.legal",0
"3208",1063,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,2,"sub.legal",0
"3209",1064,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,1,"sub.legal",0
"3210",1065,2016,2016-01-01,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,2,"sub.legal",1
"3211",1066,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",2,2,"sub.legal",0
"3212",1067,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",3,3,"sub.legal",0
"3213",1068,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",2,3,"sub.legal",0
"3214",1069,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",2,3,"sub.legal",0
"3215",1070,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",2,3,"sub.legal",0
"3216",1071,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",2,3,"sub.legal",0
"3217",1072,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",2,2,"sub.legal",0
"3218",1073,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",3,2,"sub.legal",0
"3219",1074,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",3,1,"sub.legal",1
"3220",1075,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",4,2,"sub.legal",0
"3221",1076,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",3,3,"sub.legal",3
"3222",1077,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",4,3,"sub.legal",2
"3223",1078,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",4,2,"sub.legal",0
"3224",1079,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",3,2,"sub.legal",0
"3225",1080,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",3,2,"sub.legal",0
"3226",1081,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",3,2,"sub.legal",0
"3227",1082,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",3,2,"sub.legal",0
"3228",1083,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",0,2,"sub.legal",0
"3229",1084,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",1,2,"sub.legal",0
"3230",1085,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",1,2,"sub.legal",0
"3231",1086,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",4,1,"sub.legal",1
"3232",1087,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",4,3,"sub.legal",1
"3233",1088,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",2,2,"sub.legal",1
"3234",1089,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",3,3,"sub.legal",0
"3235",1090,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",3,3,"sub.legal",0
"3236",1091,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",4,0,"sub.legal",0
"3237",1092,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",4,1,"sub.legal",0
"3238",1093,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",4,1,"sub.legal",0
"3239",1094,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",2,1,"sub.legal",0
"3240",1095,2016,2016-01-01,"Parker Point","No-take","Parker Point.No-take",1,3,"sub.legal",0
"3241",1096,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",4,2,"sub.legal",1
"3242",1097,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",2,1,"sub.legal",0
"3243",1098,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",3,2,"sub.legal",0
"3244",1099,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",2,1,"sub.legal",0
"3245",1100,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",3,3,"sub.legal",0
"3246",1101,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",1,1,"sub.legal",0
"3247",1102,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",3,2,"sub.legal",0
"3248",1103,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",2,2,"sub.legal",0
"3249",1104,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",2,1,"sub.legal",0
"3250",1105,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",3,1,"sub.legal",0
"3251",1106,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",0,2,"sub.legal",0
"3252",1107,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",1,2,"sub.legal",0
"3253",1108,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",3,2,"sub.legal",0
"3254",1109,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",4,2,"sub.legal",0
"3255",1110,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",1,2,"sub.legal",0
"3256",1111,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",3,2,"sub.legal",0
"3257",1112,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",4,2,"sub.legal",0
"3258",1113,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",1,1,"sub.legal",0
"3259",1114,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",1,2,"sub.legal",0
"3260",1115,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",4,1,"sub.legal",0
"3261",1116,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",2,2,"sub.legal",0
"3262",1117,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",2,1,"sub.legal",0
"3263",1118,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",2,3,"sub.legal",0
"3264",1119,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",2,3,"sub.legal",0
"3265",1120,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",2,1,"sub.legal",0
"3266",1121,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",2,3,"sub.legal",0
"3267",1122,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",3,2,"sub.legal",0
"3268",1123,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",2,1,"sub.legal",0
"3269",1124,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",4,3,"sub.legal",1
"3270",1125,2016,2016-01-01,"Parker Point","Fished","Parker Point.Fished",2,2,"sub.legal",0
"3271",1126,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",2,2,"sub.legal",0
"3272",1127,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",3,1,"sub.legal",0
"3273",1128,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",3,1,"sub.legal",0
"3274",1129,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",3,1,"sub.legal",0
"3275",1130,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",2,2,"sub.legal",0
"3276",1131,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",3,1,"sub.legal",1
"3277",1132,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",2,1,"sub.legal",1
"3278",1133,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",4,1,"sub.legal",0
"3279",1134,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",2,2,"sub.legal",0
"3280",1135,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",3,1,"sub.legal",0
"3281",1136,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",4,3,"sub.legal",0
"3282",1137,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",3,3,"sub.legal",0
"3283",1138,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",3,3,"sub.legal",0
"3284",1139,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",2,3,"sub.legal",0
"3285",1140,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",4,3,"sub.legal",0
"3286",1141,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",3,3,"sub.legal",0
"3287",1142,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",3,1,"sub.legal",0
"3288",1143,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",4,2,"sub.legal",0
"3289",1144,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",4,1,"sub.legal",0
"3290",1145,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",4,2,"sub.legal",1
"3291",1146,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",3,2,"sub.legal",0
"3292",1147,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",3,3,"sub.legal",0
"3293",1148,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",1,2,"sub.legal",0
"3294",1149,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",2,2,"sub.legal",0
"3295",1150,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",3,2,"sub.legal",3
"3296",1151,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",3,2,"sub.legal",0
"3297",1152,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",3,2,"sub.legal",0
"3298",1153,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",2,2,"sub.legal",1
"3299",1154,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",3,1,"sub.legal",0
"3300",1155,2016,2016-01-01,"Green Island","No-take","Mary Cove.No-take",4,2,"sub.legal",0
"3301",1156,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",1,1,"sub.legal",0
"3302",1157,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",3,1,"sub.legal",0
"3303",1158,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",2,2,"sub.legal",0
"3304",1159,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",2,2,"sub.legal",0
"3305",1160,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",2,2,"sub.legal",0
"3306",1161,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",2,2,"sub.legal",0
"3307",1162,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",1,2,"sub.legal",0
"3308",1163,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",3,2,"sub.legal",0
"3309",1164,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",2,1,"sub.legal",0
"3310",1165,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",3,1,"sub.legal",1
"3311",1166,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",2,3,"sub.legal",0
"3312",1167,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",3,3,"sub.legal",0
"3313",1168,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",2,2,"sub.legal",0
"3314",1169,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",1,2,"sub.legal",0
"3315",1170,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",3,2,"sub.legal",0
"3316",1171,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",2,2,"sub.legal",0
"3317",1172,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",1,2,"sub.legal",0
"3318",1173,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",1,2,"sub.legal",0
"3319",1174,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",3,2,"sub.legal",0
"3320",1175,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",3,2,"sub.legal",0
"3321",1176,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",3,1,"sub.legal",0
"3322",1177,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",3,3,"sub.legal",0
"3323",1178,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",3,3,"sub.legal",0
"3324",1179,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",4,3,"sub.legal",2
"3325",1180,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",2,3,"sub.legal",0
"3326",1181,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",2,3,"sub.legal",0
"3327",1182,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",3,2,"sub.legal",0
"3328",1183,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",4,2,"sub.legal",0
"3329",1184,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",4,2,"sub.legal",0
"3330",1185,2016,2016-01-01,"Green Island","Fished","West Salmon.Fished",4,2,"sub.legal",0
"3331",1186,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",1,2,"sub.legal",0
"3332",1187,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",2,2,"sub.legal",0
"3333",1188,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",2,2,"sub.legal",0
"3334",1189,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",1,1,"sub.legal",0
"3335",1190,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",2,2,"sub.legal",0
"3336",1191,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",3,1,"sub.legal",0
"3337",1192,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",2,1,"sub.legal",0
"3338",1193,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",3,2,"sub.legal",0
"3339",1194,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",2,3,"sub.legal",1
"3340",1195,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",3,2,"sub.legal",0
"3341",1196,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",2,2,"sub.legal",0
"3342",1197,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",1,2,"sub.legal",0
"3343",1198,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",3,2,"sub.legal",0
"3344",1199,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",2,2,"sub.legal",0
"3345",1200,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",2,2,"sub.legal",0
"3346",1201,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",2,2,"sub.legal",0
"3347",1202,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",3,2,"sub.legal",0
"3348",1203,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",2,2,"sub.legal",0
