"sample.no","complexity","algal.cover","","sanctuary","status","site.new","year"
405,1,2,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
406,1,2,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
407,1,3,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
408,3,2,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
409,2,2,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
410,1,1,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
411,1,1,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
412,3,1,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
413,0,1,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
414,0,2,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
415,1,1,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
416,3,1,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
417,2,1,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
418,3,2,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
419,1,3,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
420,1,3,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
421,3,1,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
422,0,2,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
423,1,3,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
424,1,1,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
425,3,1,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
426,3,1,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
427,3,2,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
428,3,2,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
429,3,2,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
430,3,2,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
431,3,2,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
432,2,2,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2015
433,2,2,NA,"Armstrong Bay","Fished","City of York.Fished",2015
434,2,2,NA,"Armstrong Bay","Fished","City of York.Fished",2015
435,3,1,NA,"Armstrong Bay","Fished","City of York.Fished",2015
436,0,2,NA,"Armstrong Bay","Fished","City of York.Fished",2015
437,2,1,NA,"Armstrong Bay","Fished","City of York.Fished",2015
438,1,2,NA,"Armstrong Bay","Fished","City of York.Fished",2015
439,2,2,NA,"Armstrong Bay","Fished","City of York.Fished",2015
440,2,2,NA,"Armstrong Bay","Fished","City of York.Fished",2015
441,3,2,NA,"Armstrong Bay","Fished","City of York.Fished",2015
442,2,1,NA,"Armstrong Bay","Fished","City of York.Fished",2015
443,2,1,NA,"Armstrong Bay","Fished","City of York.Fished",2015
444,2,1,NA,"Armstrong Bay","Fished","City of York.Fished",2015
445,1,1,NA,"Armstrong Bay","Fished","City of York.Fished",2015
446,1,1,NA,"Armstrong Bay","Fished","City of York.Fished",2015
447,1,1,NA,"Armstrong Bay","Fished","City of York.Fished",2015
448,2,1,NA,"Armstrong Bay","Fished","City of York.Fished",2015
449,3,1,NA,"Armstrong Bay","Fished","City of York.Fished",2015
450,1,1,NA,"Armstrong Bay","Fished","City of York.Fished",2015
451,1,2,NA,"Armstrong Bay","Fished","City of York.Fished",2015
452,2,2,NA,"Armstrong Bay","Fished","City of York.Fished",2015
453,3,2,NA,"Armstrong Bay","Fished","City of York.Fished",2015
454,1,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
455,1,2,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
456,3,1,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
457,3,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
458,1,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
459,3,1,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
460,1,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
461,3,1,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
462,4,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
463,3,2,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
464,1,2,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
465,1,2,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
466,3,1,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
467,2,1,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
468,1,2,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
469,3,2,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
470,1,3,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
471,0,2,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
472,2,2,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
473,1,2,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
474,1,2,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
475,4,1,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
476,3,3,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
477,4,1,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
478,1,2,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
479,1,2,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
480,1,1,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
481,1,2,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
482,4,2,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
483,1,2,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
484,0,2,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
485,1,1,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
486,1,1,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
487,3,2,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
488,3,1,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
489,4,1,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
490,3,1,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
491,3,1,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
492,3,1,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
493,2,2,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2015
494,1,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
495,2,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
496,1,2,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
497,1,2,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
498,1,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
499,4,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
500,4,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
501,3,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
502,0,0,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
503,3,2,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
504,1,2,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
505,1,2,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
506,3,1,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
507,2,2,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
508,2,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
509,1,1,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
510,0,2,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
511,1,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
512,1,2,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
513,3,2,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2015
514,1,1,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
515,3,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
516,1,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
517,1,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
518,1,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
519,2,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
520,1,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
521,1,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
522,1,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
523,1,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
524,1,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
525,1,3,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
526,3,1,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
527,3,3,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
528,0,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
529,3,3,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
530,1,1,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
531,0,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
532,1,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
533,0,1,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
534,1,3,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
535,1,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
536,3,1,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
537,3,1,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
538,1,1,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
539,1,1,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
540,1,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
541,1,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
542,1,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
543,4,1,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
544,1,3,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
545,2,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
546,1,1,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
547,1,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
548,0,3,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
549,3,0,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
550,1,0,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
551,4,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
552,4,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
553,4,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2015
554,1,3,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
555,1,3,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
556,1,3,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
557,3,3,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
558,1,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
559,0,3,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
560,4,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
561,1,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
562,1,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
563,0,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
564,1,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
565,1,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
566,2,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
567,2,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
568,1,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
569,1,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
570,3,3,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
571,0,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
572,3,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
573,1,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
574,3,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
575,3,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
576,2,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
577,1,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
578,2,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
579,1,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
580,3,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
581,1,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
582,1,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
583,3,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2015
584,1,4,NA,"Green Island","No-take","Mary Cove.No-take",2015
585,3,1,NA,"Green Island","No-take","Mary Cove.No-take",2015
586,1,2,NA,"Green Island","No-take","Mary Cove.No-take",2015
587,1,1,NA,"Green Island","No-take","Mary Cove.No-take",2015
588,3,1,NA,"Green Island","No-take","Mary Cove.No-take",2015
589,1,2,NA,"Green Island","No-take","Mary Cove.No-take",2015
590,1,2,NA,"Green Island","No-take","Mary Cove.No-take",2015
591,3,2,NA,"Green Island","No-take","Mary Cove.No-take",2015
592,4,2,NA,"Green Island","No-take","Mary Cove.No-take",2015
593,3,1,NA,"Green Island","No-take","Mary Cove.No-take",2015
594,1,3,NA,"Green Island","No-take","Mary Cove.No-take",2015
595,3,3,NA,"Green Island","No-take","Mary Cove.No-take",2015
596,4,3,NA,"Green Island","No-take","Mary Cove.No-take",2015
597,1,2,NA,"Green Island","No-take","Mary Cove.No-take",2015
598,3,3,NA,"Green Island","No-take","Mary Cove.No-take",2015
599,1,3,NA,"Green Island","No-take","Mary Cove.No-take",2015
600,3,3,NA,"Green Island","No-take","Mary Cove.No-take",2015
601,1,1,NA,"Green Island","No-take","Mary Cove.No-take",2015
602,0,1,NA,"Green Island","No-take","Mary Cove.No-take",2015
603,1,1,NA,"Green Island","No-take","Mary Cove.No-take",2015
604,2,1,NA,"Green Island","No-take","Mary Cove.No-take",2015
605,2,2,NA,"Green Island","No-take","Mary Cove.No-take",2015
606,3,2,NA,"Green Island","No-take","Mary Cove.No-take",2015
607,3,2,NA,"Green Island","No-take","Mary Cove.No-take",2015
608,2,2,NA,"Green Island","No-take","Mary Cove.No-take",2015
609,1,2,NA,"Green Island","No-take","Mary Cove.No-take",2015
610,2,2,NA,"Green Island","No-take","Mary Cove.No-take",2015
611,3,2,NA,"Green Island","No-take","Mary Cove.No-take",2015
612,2,3,NA,"Green Island","No-take","Mary Cove.No-take",2015
613,1,2,NA,"Green Island","No-take","Mary Cove.No-take",2015
614,0,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
615,3,1,NA,"Green Island","Fished","Strickland Bay.Fished",2015
616,2,1,NA,"Green Island","Fished","Strickland Bay.Fished",2015
617,2,2,NA,"Green Island","Fished","Strickland Bay.Fished",2015
618,3,1,NA,"Green Island","Fished","Strickland Bay.Fished",2015
619,2,2,NA,"Green Island","Fished","Strickland Bay.Fished",2015
620,2,2,NA,"Green Island","Fished","Strickland Bay.Fished",2015
621,2,2,NA,"Green Island","Fished","Strickland Bay.Fished",2015
622,1,2,NA,"Green Island","Fished","Strickland Bay.Fished",2015
623,1,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
624,0,2,NA,"Green Island","No-take","Green Island.No-take",2015
625,2,2,NA,"Green Island","No-take","Green Island.No-take",2015
626,1,2,NA,"Green Island","No-take","Green Island.No-take",2015
627,4,2,NA,"Green Island","No-take","Green Island.No-take",2015
628,0,2,NA,"Green Island","No-take","Green Island.No-take",2015
629,3,2,NA,"Green Island","No-take","Green Island.No-take",2015
630,3,1,NA,"Green Island","No-take","Green Island.No-take",2015
631,2,2,NA,"Green Island","No-take","Green Island.No-take",2015
632,2,2,NA,"Green Island","No-take","Green Island.No-take",2015
633,2,2,NA,"Green Island","No-take","Green Island.No-take",2015
634,3,3,NA,"Green Island","No-take","Green Island.No-take",2015
635,4,3,NA,"Green Island","No-take","Green Island.No-take",2015
636,3,2,NA,"Green Island","No-take","Green Island.No-take",2015
637,1,1,NA,"Green Island","No-take","Green Island.No-take",2015
638,1,2,NA,"Green Island","No-take","Green Island.No-take",2015
639,1,2,NA,"Green Island","No-take","Green Island.No-take",2015
640,3,2,NA,"Green Island","No-take","Green Island.No-take",2015
641,3,2,NA,"Green Island","No-take","Green Island.No-take",2015
642,2,1,NA,"Green Island","No-take","Green Island.No-take",2015
643,1,1,NA,"Green Island","No-take","Green Island.No-take",2015
644,1,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
645,3,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
646,3,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
647,1,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
648,1,2,NA,"Green Island","Fished","Strickland Bay.Fished",2015
649,3,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
650,2,1,NA,"Green Island","Fished","Strickland Bay.Fished",2015
651,1,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
652,3,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
653,1,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
654,3,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
655,1,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
656,3,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
657,3,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
658,3,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
659,1,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
660,4,2,NA,"Green Island","Fished","Strickland Bay.Fished",2015
661,3,2,NA,"Green Island","Fished","Strickland Bay.Fished",2015
662,4,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
663,3,2,NA,"Green Island","Fished","Strickland Bay.Fished",2015
664,3,1,NA,"Green Island","Fished","Strickland Bay.Fished",2015
665,3,1,NA,"Green Island","Fished","Strickland Bay.Fished",2015
666,3,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
667,1,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
668,3,1,NA,"Green Island","Fished","Strickland Bay.Fished",2015
669,3,2,NA,"Green Island","Fished","Strickland Bay.Fished",2015
670,3,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
671,2,2,NA,"Green Island","Fished","Strickland Bay.Fished",2015
672,3,2,NA,"Green Island","Fished","Strickland Bay.Fished",2015
673,3,3,NA,"Green Island","Fished","Strickland Bay.Fished",2015
674,1,2,NA,"Parker Point","Fished","Fairbridge.Fished",2015
675,1,2,NA,"Parker Point","Fished","Fairbridge.Fished",2015
676,2,2,NA,"Parker Point","Fished","Fairbridge.Fished",2015
677,1,2,NA,"Parker Point","Fished","Fairbridge.Fished",2015
678,2,2,NA,"Parker Point","Fished","Fairbridge.Fished",2015
679,2,1,NA,"Parker Point","Fished","Fairbridge.Fished",2015
680,1,2,NA,"Parker Point","Fished","Fairbridge.Fished",2015
681,2,1,NA,"Parker Point","Fished","Fairbridge.Fished",2015
682,2,1,NA,"Parker Point","Fished","Fairbridge.Fished",2015
683,1,1,NA,"Parker Point","Fished","Fairbridge.Fished",2015
684,3,1,NA,"Parker Point","Fished","Fairbridge.Fished",2015
685,3,2,NA,"Parker Point","Fished","Fairbridge.Fished",2015
686,1,1,NA,"Parker Point","Fished","Fairbridge.Fished",2015
687,1,1,NA,"Parker Point","Fished","Fairbridge.Fished",2015
688,1,2,NA,"Parker Point","Fished","Fairbridge.Fished",2015
689,3,1,NA,"Parker Point","Fished","Fairbridge.Fished",2015
690,1,1,NA,"Parker Point","Fished","Fairbridge.Fished",2015
691,1,1,NA,"Parker Point","Fished","Fairbridge.Fished",2015
692,1,1,NA,"Parker Point","Fished","Fairbridge.Fished",2015
693,2,1,NA,"Parker Point","Fished","Fairbridge.Fished",2015
694,3,1,NA,"Parker Point","Fished","Fairbridge.Fished",2015
695,3,2,NA,"Parker Point","Fished","Fairbridge.Fished",2015
696,1,2,NA,"Parker Point","Fished","Fairbridge.Fished",2015
697,1,2,NA,"Parker Point","Fished","Fairbridge.Fished",2015
698,1,2,NA,"Parker Point","Fished","Fairbridge.Fished",2015
699,4,2,NA,"Parker Point","Fished","Fairbridge.Fished",2015
700,1,2,NA,"Parker Point","Fished","Fairbridge.Fished",2015
701,1,3,NA,"Parker Point","Fished","Fairbridge.Fished",2015
702,1,1,NA,"Parker Point","Fished","Fairbridge.Fished",2015
703,3,1,NA,"Parker Point","No-take","Little Salmon.No-take",2015
704,3,1,NA,"Parker Point","No-take","Little Salmon.No-take",2015
705,2,2,NA,"Parker Point","No-take","Little Salmon.No-take",2015
706,1,1,NA,"Parker Point","No-take","Little Salmon.No-take",2015
707,1,1,NA,"Parker Point","No-take","Little Salmon.No-take",2015
708,1,1,NA,"Parker Point","No-take","Little Salmon.No-take",2015
709,3,1,NA,"Parker Point","No-take","Little Salmon.No-take",2015
710,1,1,NA,"Parker Point","No-take","Little Salmon.No-take",2015
711,3,1,NA,"Parker Point","No-take","Little Salmon.No-take",2015
712,1,1,NA,"Parker Point","No-take","Little Salmon.No-take",2015
713,3,1,NA,"Parker Point","No-take","Little Salmon.No-take",2015
714,2,2,NA,"Parker Point","No-take","Little Salmon.No-take",2015
715,3,1,NA,"Parker Point","No-take","Little Salmon.No-take",2015
716,3,1,NA,"Parker Point","No-take","Little Salmon.No-take",2015
717,3,2,NA,"Parker Point","No-take","Little Salmon.No-take",2015
718,2,2,NA,"Parker Point","No-take","Little Salmon.No-take",2015
719,3,2,NA,"Parker Point","No-take","Little Salmon.No-take",2015
720,3,1,NA,"Parker Point","No-take","Little Salmon.No-take",2015
721,3,2,NA,"Parker Point","No-take","Little Salmon.No-take",2015
722,2,2,NA,"Parker Point","No-take","Little Salmon.No-take",2015
723,3,1,NA,"Parker Point","No-take","Little Salmon.No-take",2015
724,2,2,NA,"Parker Point","No-take","Little Salmon.No-take",2015
725,1,2,NA,"Parker Point","No-take","Little Salmon.No-take",2015
726,4,2,NA,"Parker Point","No-take","Little Salmon.No-take",2015
727,2,1,NA,"Parker Point","No-take","Little Salmon.No-take",2015
728,1,2,NA,"Parker Point","No-take","Little Salmon.No-take",2015
729,3,2,NA,"Parker Point","No-take","Little Salmon.No-take",2015
730,2,2,NA,"Parker Point","No-take","Little Salmon.No-take",2015
731,2,3,NA,"Parker Point","No-take","Little Salmon.No-take",2015
732,2,3,NA,"Parker Point","No-take","Little Salmon.No-take",2015
733,2,2,NA,"Parker Point","No-take","Parker Point.No-take",2015
734,2,2,NA,"Parker Point","No-take","Parker Point.No-take",2015
735,2,1,NA,"Parker Point","No-take","Parker Point.No-take",2015
736,2,1,NA,"Parker Point","No-take","Parker Point.No-take",2015
737,1,1,NA,"Parker Point","No-take","Parker Point.No-take",2015
738,2,1,NA,"Parker Point","No-take","Parker Point.No-take",2015
739,1,1,NA,"Parker Point","No-take","Parker Point.No-take",2015
740,1,1,NA,"Parker Point","No-take","Parker Point.No-take",2015
741,2,2,NA,"Parker Point","No-take","Parker Point.No-take",2015
742,1,2,NA,"Parker Point","No-take","Parker Point.No-take",2015
743,4,1,NA,"Parker Point","No-take","Parker Point.No-take",2015
744,3,1,NA,"Parker Point","No-take","Parker Point.No-take",2015
745,3,1,NA,"Parker Point","No-take","Parker Point.No-take",2015
746,3,2,NA,"Parker Point","No-take","Parker Point.No-take",2015
747,3,2,NA,"Parker Point","No-take","Parker Point.No-take",2015
748,2,2,NA,"Parker Point","No-take","Parker Point.No-take",2015
749,3,3,NA,"Parker Point","No-take","Parker Point.No-take",2015
750,3,2,NA,"Parker Point","No-take","Parker Point.No-take",2015
751,2,2,NA,"Parker Point","No-take","Parker Point.No-take",2015
752,2,1,NA,"Parker Point","No-take","Parker Point.No-take",2015
753,3,1,NA,"Parker Point","No-take","Parker Point.No-take",2015
754,1,2,NA,"Parker Point","No-take","Parker Point.No-take",2015
755,1,2,NA,"Parker Point","No-take","Parker Point.No-take",2015
756,2,2,NA,"Parker Point","No-take","Parker Point.No-take",2015
757,1,2,NA,"Parker Point","No-take","Parker Point.No-take",2015
758,3,2,NA,"Parker Point","No-take","Parker Point.No-take",2015
759,4,2,NA,"Parker Point","No-take","Parker Point.No-take",2015
760,1,1,NA,"Parker Point","No-take","Parker Point.No-take",2015
761,3,2,NA,"Parker Point","No-take","Parker Point.No-take",2015
762,3,1,NA,"Parker Point","No-take","Parker Point.No-take",2015
763,1,1,NA,"Parker Point","Fished","Parker Point.Fished",2015
764,2,2,NA,"Parker Point","Fished","Parker Point.Fished",2015
765,2,2,NA,"Parker Point","Fished","Parker Point.Fished",2015
766,2,2,NA,"Parker Point","Fished","Parker Point.Fished",2015
767,2,2,NA,"Parker Point","Fished","Parker Point.Fished",2015
768,1,1,NA,"Parker Point","Fished","Parker Point.Fished",2015
769,2,2,NA,"Parker Point","Fished","Parker Point.Fished",2015
770,2,2,NA,"Parker Point","Fished","Parker Point.Fished",2015
771,1,2,NA,"Parker Point","Fished","Parker Point.Fished",2015
772,4,2,NA,"Parker Point","Fished","Parker Point.Fished",2015
773,3,1,NA,"Parker Point","Fished","Parker Point.Fished",2015
774,2,1,NA,"Parker Point","Fished","Parker Point.Fished",2015
775,1,1,NA,"Parker Point","Fished","Parker Point.Fished",2015
776,2,1,NA,"Parker Point","Fished","Parker Point.Fished",2015
777,3,2,NA,"Parker Point","Fished","Parker Point.Fished",2015
778,3,1,NA,"Parker Point","Fished","Parker Point.Fished",2015
779,3,1,NA,"Parker Point","Fished","Parker Point.Fished",2015
780,1,2,NA,"Parker Point","Fished","Parker Point.Fished",2015
781,1,2,NA,"Parker Point","Fished","Parker Point.Fished",2015
782,1,1,NA,"Parker Point","Fished","Parker Point.Fished",2015
783,1,2,NA,"Parker Point","Fished","Parker Point.Fished",2015
784,3,1,NA,"Parker Point","Fished","Parker Point.Fished",2015
785,3,2,NA,"Parker Point","Fished","Parker Point.Fished",2015
786,2,2,NA,"Parker Point","Fished","Parker Point.Fished",2015
787,3,2,NA,"Parker Point","Fished","Parker Point.Fished",2015
788,2,1,NA,"Parker Point","Fished","Parker Point.Fished",2015
789,2,1,NA,"Parker Point","Fished","Parker Point.Fished",2015
790,2,2,NA,"Parker Point","Fished","Parker Point.Fished",2015
791,3,2,NA,"Parker Point","Fished","Parker Point.Fished",2015
792,2,1,NA,"Parker Point","Fished","Parker Point.Fished",2015
793,1,2,NA,"Green Island","Fished","West Salmon.Fished",2015
794,2,2,NA,"Green Island","Fished","West Salmon.Fished",2015
795,2,1,NA,"Green Island","Fished","West Salmon.Fished",2015
796,1,1,NA,"Green Island","Fished","West Salmon.Fished",2015
797,3,2,NA,"Green Island","Fished","West Salmon.Fished",2015
798,1,2,NA,"Green Island","Fished","West Salmon.Fished",2015
799,3,2,NA,"Green Island","Fished","West Salmon.Fished",2015
800,2,2,NA,"Green Island","Fished","West Salmon.Fished",2015
801,1,2,NA,"Green Island","Fished","West Salmon.Fished",2015
802,1,2,NA,"Green Island","Fished","West Salmon.Fished",2015
803,1,2,NA,"Green Island","Fished","West Salmon.Fished",2015
