"sample.no","complexity","algal.cover","year.x","","sanctuary","status","site.new","year.y"
1502,4,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1503,1,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1504,1,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1505,3,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1506,4,1,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1507,3,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1508,4,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1509,4,1,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1510,4,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1511,2,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1512,4,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1513,3,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1514,2,1,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1515,3,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1516,3,1,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1517,3,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1518,2,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1519,3,2,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1520,0,1,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1521,3,1,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1522,2,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1523,2,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1524,3,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1525,1,1,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1526,3,1,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1527,3,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1528,1,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1529,2,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1530,2,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1531,4,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1532,1,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1533,4,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1534,4,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1535,3,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1536,4,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1537,3,2,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1538,2,2,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1539,4,2,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1540,4,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1541,3,2,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1542,3,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1543,2,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1544,3,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1545,3,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1546,4,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1547,4,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1548,2,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1549,4,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1550,1,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1551,2,1,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1552,2,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1553,4,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1554,3,1,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1555,2,1,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1556,4,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1557,3,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1558,2,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1559,3,1,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1560,1,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1561,4,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1562,2,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1563,4,3,2018,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2018
1564,2,1,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1565,2,1,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1566,1,0,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1567,2,1,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1568,4,1,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1569,4,1,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1570,4,1,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1571,2,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1572,2,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1573,1,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1574,3,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1575,4,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1576,2,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1577,4,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1578,2,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1579,4,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1580,3,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1581,4,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1582,2,0,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1583,3,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1584,2,1,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1585,4,1,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1586,4,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1587,4,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1588,4,1,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1589,3,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1590,3,1,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1591,2,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1592,2,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1593,3,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1594,2,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1595,4,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1596,1,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1597,3,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1598,3,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1599,3,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1600,2,2,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1601,4,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1602,4,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1603,4,3,2018,NA,"Parker Point","No-take","Parker Point.No-take",2018
1604,4,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1605,4,1,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1606,3,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1607,3,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1608,3,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1609,2,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1610,1,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1611,2,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1612,1,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1613,4,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1614,2,1,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1615,4,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1616,4,2,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1617,2,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1618,2,2,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1619,3,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1620,3,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1621,1,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1622,3,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1623,4,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1624,1,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1625,3,1,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1626,1,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1627,4,1,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1628,3,2,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1629,2,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1630,2,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1631,1,1,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1632,1,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1633,1,3,2018,NA,"Parker Point","Fished","Fairbridge.Fished",2018
1634,1,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1635,4,2,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1636,1,1,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1637,3,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1638,2,2,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1639,3,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1640,4,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1641,3,2,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1642,4,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1643,2,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1644,2,1,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1645,3,1,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1646,1,0,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1647,2,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1648,2,0,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1649,3,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1650,1,1,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1651,1,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1652,4,4,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1653,2,0,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1654,1,2,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1655,2,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1656,2,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1657,1,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1658,3,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1659,4,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1660,4,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1661,1,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1662,3,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1663,2,2,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1664,2,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1665,2,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1666,4,2,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1667,3,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1668,4,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1669,4,3,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1670,4,2,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1671,4,1,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1672,2,1,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1673,2,2,2018,NA,"Green Island","Fished","West Salmon.Fished",2018
1674,2,1,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1675,1,3,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1676,2,1,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1677,4,3,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1678,2,3,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1679,4,3,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1680,1,3,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1681,2,3,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1682,3,3,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1683,3,2,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1684,3,1,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1685,2,1,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1686,3,1,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1687,2,1,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1688,1,2,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1689,4,1,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1690,1,1,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1691,2,2,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1692,4,1,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1693,2,2,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1694,2,3,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1695,3,3,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1696,3,1,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1697,2,3,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1698,3,3,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1699,2,1,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1700,4,3,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1701,3,2,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1702,3,3,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1703,3,2,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1704,4,1,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1705,2,1,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1706,4,1,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1707,2,1,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1708,4,1,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1709,3,1,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1710,3,1,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1711,3,1,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1712,4,1,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1713,4,3,2018,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2018
1714,3,1,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1715,3,1,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1716,3,1,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1717,3,2,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1718,3,3,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1719,2,2,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1720,1,0,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1721,2,1,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1722,2,1,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1723,1,1,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1724,3,3,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1725,3,3,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1726,1,3,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1727,2,3,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1728,1,3,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1729,2,1,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1730,3,1,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1731,1,3,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1732,4,3,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1733,2,3,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1734,3,1,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1735,3,1,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1736,3,1,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1737,2,1,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1738,3,1,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1739,2,1,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1740,3,1,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1741,2,1,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1742,3,1,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1743,3,1,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1744,3,3,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1745,1,3,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1746,1,3,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1747,2,3,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1748,2,3,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1749,4,3,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1750,3,3,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1751,4,3,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1752,4,3,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1753,3,3,2018,NA,"Green Island","Fished","Strickland Bay.Fished",2018
1754,2,2,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1755,2,2,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1756,3,2,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1757,2,2,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1758,2,2,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1759,2,1,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1760,3,1,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1761,0,2,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1762,2,2,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1763,3,1,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1764,3,2,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1765,2,3,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1766,2,3,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1767,3,1,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1768,2,2,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1769,2,2,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1770,2,1,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1771,1,2,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1772,3,2,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1773,3,2,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1774,3,3,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1775,4,3,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1776,4,2,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1777,4,3,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1778,3,2,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1779,4,2,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1780,3,3,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1781,4,3,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1782,2,2,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1783,2,2,2019,NA,"Parker Point","No-take","Salmon Bay.No-take",2019
1784,1,3,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1785,1,3,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1786,3,2,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1787,2,1,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1788,2,2,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1789,2,1,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1790,1,1,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1791,1,1,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1792,2,1,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1793,1,1,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1794,2,1,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1795,2,1,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1796,3,1,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1797,2,1,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1798,2,1,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1799,2,2,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1800,2,1,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1801,2,2,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1802,2,2,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1803,2,1,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1804,4,1,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1805,3,3,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1806,2,1,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1807,2,1,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1808,2,1,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1809,4,2,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1810,2,3,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1811,2,4,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1812,2,2,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1813,2,2,2019,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2019
1814,2,2,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1815,2,1,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1816,3,2,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1817,3,2,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1818,2,2,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1819,3,2,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1820,3,2,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1821,2,2,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1822,3,2,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1823,2,1,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1824,1,2,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1825,2,2,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1826,3,1,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1827,2,1,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1828,1,1,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1829,2,1,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1830,2,2,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1831,4,2,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1832,2,2,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1833,3,3,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1834,3,0,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1835,4,2,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1836,2,2,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1837,2,3,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1838,2,2,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1839,3,2,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1840,2,3,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1841,3,2,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1842,3,1,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1843,3,2,2019,NA,"Green Island","Fished","Strickland Bay.Fished",2019
1844,3,2,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1845,4,2,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1846,3,3,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1847,2,1,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1848,2,2,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1849,2,1,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1850,3,1,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1851,3,1,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1852,0,1,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1853,2,1,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1854,3,3,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1855,3,2,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1856,2,2,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1857,2,1,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1858,2,2,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1859,3,1,2019,NA,"Green Island","No-take","Green Island.No-take",2019
